"Notes"	"Residence State"	"Residence State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Ohio"	"39"	"Jan., 2022 (provisional)"	"2022/01"	Suppressed	Not Applicable	Not Applicable
	"Ohio"	"39"	"Feb., 2022 (provisional and partial)"	"2022/02"	Suppressed	Not Applicable	Not Applicable
"Total"	"Ohio"	"39"			3157	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"Jan., 2021 (provisional)"	"2021/01"	30	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"Feb., 2021 (provisional)"	"2021/02"	23	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"Mar., 2021 (provisional)"	"2021/03"	45	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"Apr., 2021 (provisional)"	"2021/04"	39	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"May, 2021 (provisional)"	"2021/05"	33	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"Jun., 2021 (provisional)"	"2021/06"	35	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"Jul., 2021 (provisional)"	"2021/07"	39	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"Aug., 2021 (provisional)"	"2021/08"	32	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"Sep., 2021 (provisional)"	"2021/09"	Suppressed	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"Oct., 2021 (provisional)"	"2021/10"	Suppressed	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"Nov., 2021 (provisional)"	"2021/11"	Suppressed	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"Dec., 2021 (provisional)"	"2021/12"	Suppressed	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"Jan., 2022 (provisional)"	"2022/01"	Suppressed	Not Applicable	Not Applicable
	"Oklahoma"	"40"	"Feb., 2022 (provisional and partial)"	"2022/02"	Suppressed	Not Applicable	Not Applicable
"Total"	"Oklahoma"	"40"			279	Not Applicable	Not Applicable
	"Oregon"	"41"	"Jan., 2021 (provisional)"	"2021/01"	57	Not Applicable	Not Applicable
	"Oregon"	"41"	"Feb., 2021 (provisional)"	"2021/02"	37	Not Applicable	Not Applicable
	"Oregon"	"41"	"Mar., 2021 (provisional)"	"2021/03"	52	Not Applicable	Not Applicable
	"Oregon"	"41"	"Apr., 2021 (provisional)"	"2021/04"	82	Not Applicable	Not Applicable
	"Oregon"	"41"	"May, 2021 (provisional)"	"2021/05"	81	Not Applicable	Not Applicable
	"Oregon"	"41"	"Jun., 2021 (provisional)"	"2021/06"	63	Not Applicable	Not Applicable
	"Oregon"	"41"	"Jul., 2021 (provisional)"	"2021/07"	68	Not Applicable	Not Applicable
	"Oregon"	"41"	"Aug., 2021 (provisional)"	"2021/08"	57	Not Applicable	Not Applicable
	"Oregon"	"41"	"Sep., 2021 (provisional)"	"2021/09"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"Oct., 2021 (provisional)"	"2021/10"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"Nov., 2021 (provisional)"	"2021/11"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"Dec., 2021 (provisional)"	"2021/12"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"Jan., 2022 (provisional)"	"2022/01"	Suppressed	Not Applicable	Not Applicable
	"Oregon"	"41"	"Feb., 2022 (provisional and partial)"	"2022/02"	Suppressed	Not Applicable	Not Applicable
"Total"	"Oregon"	"41"			505	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Jan., 2021 (provisional)"	"2021/01"	321	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Feb., 2021 (provisional)"	"2021/02"	326	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Mar., 2021 (provisional)"	"2021/03"	346	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Apr., 2021 (provisional)"	"2021/04"	311	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"May, 2021 (provisional)"	"2021/05"	409	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Jun., 2021 (provisional)"	"2021/06"	361	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Jul., 2021 (provisional)"	"2021/07"	366	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Aug., 2021 (provisional)"	"2021/08"	347	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Sep., 2021 (provisional)"	"2021/09"	44	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Oct., 2021 (provisional)"	"2021/10"	Suppressed	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Nov., 2021 (provisional)"	"2021/11"	Suppressed	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Dec., 2021 (provisional)"	"2021/12"	Suppressed	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Jan., 2022 (provisional)"	"2022/01"	Suppressed	Not Applicable	Not Applicable
	"Pennsylvania"	"42"	"Feb., 2022 (provisional and partial)"	"2022/02"	Suppressed	Not Applicable	Not Applicable
"Total"	"Pennsylvania"	"42"			2831	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Jan., 2021 (provisional)"	"2021/01"	31	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Feb., 2021 (provisional)"	"2021/02"	29	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Mar., 2021 (provisional)"	"2021/03"	27	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Apr., 2021 (provisional)"	"2021/04"	36	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"May, 2021 (provisional)"	"2021/05"	43	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Jun., 2021 (provisional)"	"2021/06"	21	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Jul., 2021 (provisional)"	"2021/07"	30	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Aug., 2021 (provisional)"	"2021/08"	31	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Sep., 2021 (provisional)"	"2021/09"	Suppressed	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Oct., 2021 (provisional)"	"2021/10"	Suppressed	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Nov., 2021 (provisional)"	"2021/11"	Suppressed	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Dec., 2021 (provisional)"	"2021/12"	Suppressed	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Jan., 2022 (provisional)"	"2022/01"	Suppressed	Not Applicable	Not Applicable
	"Rhode Island"	"44"	"Feb., 2022 (provisional and partial)"	"2022/02"	Suppressed	Not Applicable	Not Applicable
"Total"	"Rhode Island"	"44"			256	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jan., 2021 (provisional)"	"2021/01"	137	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2021 (provisional)"	"2021/02"	106	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Mar., 2021 (provisional)"	"2021/03"	139	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Apr., 2021 (provisional)"	"2021/04"	181	Not Applicable	Not Applicable
	"South Carolina"	"45"	"May, 2021 (provisional)"	"2021/05"	140	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jun., 2021 (provisional)"	"2021/06"	138	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jul., 2021 (provisional)"	"2021/07"	142	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Aug., 2021 (provisional)"	"2021/08"	133	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Sep., 2021 (provisional)"	"2021/09"	19	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Oct., 2021 (provisional)"	"2021/10"	Suppressed	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Nov., 2021 (provisional)"	"2021/11"	Suppressed	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Dec., 2021 (provisional)"	"2021/12"	Suppressed	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Jan., 2022 (provisional)"	"2022/01"	Suppressed	Not Applicable	Not Applicable
	"South Carolina"	"45"	"Feb., 2022 (provisional and partial)"	"2022/02"	Suppressed	Not Applicable	Not Applicable
"Total"	"South Carolina"	"45"			1135	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jan., 2021 (provisional)"	"2021/01"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Feb., 2021 (provisional)"	"2021/02"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Mar., 2021 (provisional)"	"2021/03"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Apr., 2021 (provisional)"	"2021/04"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"May, 2021 (provisional)"	"2021/05"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jun., 2021 (provisional)"	"2021/06"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jul., 2021 (provisional)"	"2021/07"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Aug., 2021 (provisional)"	"2021/08"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Sep., 2021 (provisional)"	"2021/09"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Oct., 2021 (provisional)"	"2021/10"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Nov., 2021 (provisional)"	"2021/11"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Dec., 2021 (provisional)"	"2021/12"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Jan., 2022 (provisional)"	"2022/01"	Suppressed	Not Applicable	Not Applicable
	"South Dakota"	"46"	"Feb., 2022 (provisional and partial)"	"2022/02"	Suppressed	Not Applicable	Not Applicable
"Total"	"South Dakota"	"46"			26	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jan., 2021 (provisional)"	"2021/01"	243	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Feb., 2021 (provisional)"	"2021/02"	219	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Mar., 2021 (provisional)"	"2021/03"	279	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Apr., 2021 (provisional)"	"2021/04"	283	Not Applicable	Not Applicable
	"Tennessee"	"47"	"May, 2021 (provisional)"	"2021/05"	246	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jun., 2021 (provisional)"	"2021/06"	255	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jul., 2021 (provisional)"	"2021/07"	239	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Aug., 2021 (provisional)"	"2021/08"	255	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Sep., 2021 (provisional)"	"2021/09"	32	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Oct., 2021 (provisional)"	"2021/10"	Suppressed	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Nov., 2021 (provisional)"	"2021/11"	Suppressed	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Dec., 2021 (provisional)"	"2021/12"	Suppressed	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Jan., 2022 (provisional)"	"2022/01"	Suppressed	Not Applicable	Not Applicable
	"Tennessee"	"47"	"Feb., 2022 (provisional and partial)"	"2022/02"	Suppressed	Not Applicable	Not Applicable
"Total"	"Tennessee"	"47"			2051	Not Applicable	Not Applicable
	"Texas"	"48"	"Jan., 2021 (provisional)"	"2021/01"	223	Not Applicable	Not Applicable
	"Texas"	"48"	"Feb., 2021 (provisional)"	"2021/02"	225	Not Applicable	Not Applicable
	"Texas"	"48"	"Mar., 2021 (provisional)"	"2021/03"	274	Not Applicable	Not Applicable
	"Texas"	"48"	"Apr., 2021 (provisional)"	"2021/04"	261	Not Applicable	Not Applicable
	"Texas"	"48"	"May, 2021 (provisional)"	"2021/05"	258	Not Applicable	Not Applicable
	"Texas"	"48"	"Jun., 2021 (provisional)"	"2021/06"	237	Not Applicable	Not Applicable
	"Texas"	"48"	"Jul., 2021 (provisional)"	"2021/07"	219	Not Applicable	Not Applicable
	"Texas"	"48"	"Aug., 2021 (provisional)"	"2021/08"	238	Not Applicable	Not Applicable
	"Texas"	"48"	"Sep., 2021 (provisional)"	"2021/09"	26	Not Applicable	Not Applicable
	"Texas"	"48"	"Oct., 2021 (provisional)"	"2021/10"	Suppressed	Not Applicable	Not Applicable
	"Texas"	"48"	"Nov., 2021 (provisional)"	"2021/11"	Suppressed	Not Applicable	Not Applicable
	"Texas"	"48"	"Dec., 2021 (provisional)"	"2021/12"	Suppressed	Not Applicable	Not Applicable
	"Texas"	"48"	"Jan., 2022 (provisional)"	"2022/01"	Suppressed	Not Applicable	Not Applicable
	"Texas"	"48"	"Feb., 2022 (provisional and partial)"	"2022/02"	Suppressed	Not Applicable	Not Applicable
"Total"	"Texas"	"48"			1961	Not Applicable	Not Applicable
	"Utah"	"49"	"Jan., 2021 (provisional)"	"2021/01"	38	Not Applicable	Not Applicable
	"Utah"	"49"	"Feb., 2021 (provisional)"	"2021/02"	33	Not Applicable	Not Applicable
	"Utah"	"49"	"Mar., 2021 (provisional)"	"2021/03"	34	Not Applicable	Not Applicable
	"Utah"	"49"	"Apr., 2021 (provisional)"	"2021/04"	46	Not Applicable	Not Applicable
	"Utah"	"49"	"May, 2021 (provisional)"	"2021/05"	35	Not Applicable	Not Applicable
	"Utah"	"49"	"Jun., 2021 (provisional)"	"2021/06"	33	Not Applicable	Not Applicable
	"Utah"	"49"	"Jul., 2021 (provisional)"	"2021/07"	43	Not Applicable	Not Applicable
	"Utah"	"49"	"Aug., 2021 (provisional)"	"2021/08"	31	Not Applicable	Not Applicable
	"Utah"	"49"	"Sep., 2021 (provisional)"	"2021/09"	Suppressed	Not Applicable	Not Applicable
	"Utah"	"49"	"Oct., 2021 (provisional)"	"2021/10"	Suppressed	Not Applicable	Not Applicable
	"Utah"	"49"	"Nov., 2021 (provisional)"	"2021/11"	Suppressed	Not Applicable	Not Applicable
	"Utah"	"49"	"Dec., 2021 (provisional)"	"2021/12"	Suppressed	Not Applicable	Not Applicable
	"Utah"	"49"	"Jan., 2022 (provisional)"	"2022/01"	Suppressed	Not Applicable	Not Applicable
	"Utah"	"49"	"Feb., 2022 (provisional and partial)"	"2022/02"	Suppressed	Not Applicable	Not Applicable
"Total"	"Utah"	"49"			297	Not Applicable	Not Applicable
	"Vermont"	"50"	"Jan., 2021 (provisional)"	"2021/01"	13	Not Applicable	Not Applicable
	"Vermont"	"50"	"Feb., 2021 (provisional)"	"2021/02"	11	Not Applicable	Not Applicable
	"Vermont"	"50"	"Mar., 2021 (provisional)"	"2021/03"	26	Not Applicable	Not Applicable
	"Vermont"	"50"	"Apr., 2021 (provisional)"	"2021/04"	16	Not Applicable	Not Applicable
	"Vermont"	"50"	"May, 2021 (provisional)"	"2021/05"	18	Not Applicable	Not Applicable
	"Vermont"	"50"	"Jun., 2021 (provisional)"	"2021/06"	16	Not Applicable	Not Applicable
	"Vermont"	"50"	"Jul., 2021 (provisional)"	"2021/07"	23	Not Applicable	Not Applicable
	"Vermont"	"50"	"Aug., 2021 (provisional)"	"2021/08"	18	Not Applicable	Not Applicable
	"Vermont"	"50"	"Sep., 2021 (provisional)"	"2021/09"	Suppressed	Not Applicable	Not Applicable
	"Vermont"	"50"	"Oct., 2021 (provisional)"	"2021/10"	Suppressed	Not Applicable	Not Applicable
	"Vermont"	"50"	"Nov., 2021 (provisional)"	"2021/11"	Suppressed	Not Applicable	Not Applicable
	"Vermont"	"50"	"Dec., 2021 (provisional)"	"2021/12"	Suppressed	Not Applicable	Not Applicable
	"Vermont"	"50"	"Jan., 2022 (provisional)"	"2022/01"	Suppressed	Not Applicable	Not Applicable
	"Vermont"	"50"	"Feb., 2022 (provisional and partial)"	"2022/02"	Suppressed	Not Applicable	Not Applicable
"Total"	"Vermont"	"50"			149	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jan., 2021 (provisional)"	"2021/01"	202	Not Applicable	Not Applicable
	"Virginia"	"51"	"Feb., 2021 (provisional)"	"2021/02"	157	Not Applicable	Not Applicable
	"Virginia"	"51"	"Mar., 2021 (provisional)"	"2021/03"	207	Not Applicable	Not Applicable
	"Virginia"	"51"	"Apr., 2021 (provisional)"	"2021/04"	196	Not Applicable	Not Applicable
	"Virginia"	"51"	"May, 2021 (provisional)"	"2021/05"	178	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jun., 2021 (provisional)"	"2021/06"	174	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jul., 2021 (provisional)"	"2021/07"	182	Not Applicable	Not Applicable
	"Virginia"	"51"	"Aug., 2021 (provisional)"	"2021/08"	171	Not Applicable	Not Applicable
	"Virginia"	"51"	"Sep., 2021 (provisional)"	"2021/09"	29	Not Applicable	Not Applicable
	"Virginia"	"51"	"Oct., 2021 (provisional)"	"2021/10"	Suppressed	Not Applicable	Not Applicable
	"Virginia"	"51"	"Nov., 2021 (provisional)"	"2021/11"	Suppressed	Not Applicable	Not Applicable
	"Virginia"	"51"	"Dec., 2021 (provisional)"	"2021/12"	Suppressed	Not Applicable	Not Applicable
	"Virginia"	"51"	"Jan., 2022 (provisional)"	"2022/01"	Suppressed	Not Applicable	Not Applicable
	"Virginia"	"51"	"Feb., 2022 (provisional and partial)"	"2022/02"	Suppressed	Not Applicable	Not Applicable
"Total"	"Virginia"	"51"			1496	Not Applicable	Not Applicable
	"Washington"	"53"	"Jan., 2021 (provisional)"	"2021/01"	126	Not Applicable	Not Applicable
	"Washington"	"53"	"Feb., 2021 (provisional)"	"2021/02"	106	Not Applicable	Not Applicable
	"Washington"	"53"	"Mar., 2021 (provisional)"	"2021/03"	147	Not Applicable	Not Applicable
	"Washington"	"53"	"Apr., 2021 (provisional)"	"2021/04"	139	Not Applicable	Not Applicable
	"Washington"	"53"	"May, 2021 (provisional)"	"2021/05"	125	Not Applicable	Not Applicable
	"Washington"	"53"	"Jun., 2021 (provisional)"	"2021/06"	119	Not Applicable	Not Applicable
	"Washington"	"53"	"Jul., 2021 (provisional)"	"2021/07"	148	Not Applicable	Not Applicable
	"Washington"	"53"	"Aug., 2021 (provisional)"	"2021/08"	159	Not Applicable	Not Applicable
	"Washington"	"53"	"Sep., 2021 (provisional)"	"2021/09"	14	Not Applicable	Not Applicable
	"Washington"	"53"	"Oct., 2021 (provisional)"	"2021/10"	Suppressed	Not Applicable	Not Applicable
	"Washington"	"53"	"Nov., 2021 (provisional)"	"2021/11"	Suppressed	Not Applicable	Not Applicable
	"Washington"	"53"	"Dec., 2021 (provisional)"	"2021/12"	Suppressed	Not Applicable	Not Applicable
	"Washington"	"53"	"Jan., 2022 (provisional)"	"2022/01"	Suppressed	Not Applicable	Not Applicable
	"Washington"	"53"	"Feb., 2022 (provisional and partial)"	"2022/02"	Suppressed	Not Applicable	Not Applicable
"Total"	"Washington"	"53"			1083	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Jan., 2021 (provisional)"	"2021/01"	123	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Feb., 2021 (provisional)"	"2021/02"	90	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Mar., 2021 (provisional)"	"2021/03"	120	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Apr., 2021 (provisional)"	"2021/04"	133	Not Applicable	Not Applicable
	"West Virginia"	"54"	"May, 2021 (provisional)"	"2021/05"	100	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Jun., 2021 (provisional)"	"2021/06"	100	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Jul., 2021 (provisional)"	"2021/07"	81	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Aug., 2021 (provisional)"	"2021/08"	92	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Sep., 2021 (provisional)"	"2021/09"	12	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Oct., 2021 (provisional)"	"2021/10"	Suppressed	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Nov., 2021 (provisional)"	"2021/11"	Suppressed	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Dec., 2021 (provisional)"	"2021/12"	Suppressed	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Jan., 2022 (provisional)"	"2022/01"	Suppressed	Not Applicable	Not Applicable
	"West Virginia"	"54"	"Feb., 2022 (provisional and partial)"	"2022/02"	Suppressed	Not Applicable	Not Applicable
"Total"	"West Virginia"	"54"			851	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Jan., 2021 (provisional)"	"2021/01"	107	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Feb., 2021 (provisional)"	"2021/02"	104	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Mar., 2021 (provisional)"	"2021/03"	112	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Apr., 2021 (provisional)"	"2021/04"	134	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"May, 2021 (provisional)"	"2021/05"	141	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Jun., 2021 (provisional)"	"2021/06"	130	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Jul., 2021 (provisional)"	"2021/07"	126	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Aug., 2021 (provisional)"	"2021/08"	104	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Sep., 2021 (provisional)"	"2021/09"	18	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Oct., 2021 (provisional)"	"2021/10"	Suppressed	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Nov., 2021 (provisional)"	"2021/11"	Suppressed	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Dec., 2021 (provisional)"	"2021/12"	Suppressed	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Jan., 2022 (provisional)"	"2022/01"	Suppressed	Not Applicable	Not Applicable
	"Wisconsin"	"55"	"Feb., 2022 (provisional and partial)"	"2022/02"	Suppressed	Not Applicable	Not Applicable
"Total"	"Wisconsin"	"55"			976	Not Applicable	Not Applicable
	"Wyoming"	"56"	"Jan., 2021 (provisional)"	"2021/01"	Suppressed	Not Applicable	Not Applicable
	"Wyoming"	"56"	"Feb., 2021 (provisional)"	"2021/02"	Suppressed	Not Applicable	Not Applicable
	"Wyoming"	"56"	"Mar., 2021 (provisional)"	"2021/03"	Suppressed	Not Applicable	Not Applicable
	"Wyoming"	"56"	"Apr., 2021 (provisional)"	"2021/04"	Suppressed	Not Applicable	Not Applicable
	"Wyoming"	"56"	"May, 2021 (provisional)"	"2021/05"	Suppressed	Not Applicable	Not Applicable
	"Wyoming"	"56"	"Jun., 2021 (provisional)"	"2021/06"	Suppressed	Not Applicable	Not Applicable
	"Wyoming"	"56"	"Jul., 2021 (provisional)"	"2021/07"	Suppressed	Not Applicable	Not Applicable
	"Wyoming"	"56"	"Aug., 2021 (provisional)"	"2021/08"	Suppressed	Not Applicable	Not Applicable
	"Wyoming"	"56"	"Sep., 2021 (provisional)"	"2021/09"	Suppressed	Not Applicable	Not Applicable
	"Wyoming"	"56"	"Oct., 2021 (provisional)"	"2021/10"	Suppressed	Not Applicable	Not Applicable
	"Wyoming"	"56"	"Nov., 2021 (provisional)"	"2021/11"	Suppressed	Not Applicable	Not Applicable
	"Wyoming"	"56"	"Dec., 2021 (provisional)"	"2021/12"	Suppressed	Not Applicable	Not Applicable
	"Wyoming"	"56"	"Jan., 2022 (provisional)"	"2022/01"	Suppressed	Not Applicable	Not Applicable
	"Wyoming"	"56"	"Feb., 2022 (provisional and partial)"	"2022/02"	Suppressed	Not Applicable	Not Applicable
"Total"	"Wyoming"	"56"			47	Not Applicable	Not Applicable
"Total"					54862	Not Applicable	Not Applicable
"---"
"Dataset: Provisional Mortality Statistics, 2018 through Last Month"
"Query Parameters:"
"MCD - ICD-10 Codes: X40 (Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics); X41"
"(Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not"
"elsewhere classified); X42 (Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not"
"elsewhere classified); X43 (Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system); X44"
"(Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances); X60 (Intentional"
"self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics); X61 (Intentional self-poisoning by and"
"exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified); X62"
"(Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified); X63"
"(Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system); X64 (Intentional"
"self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances); X85 (Assault by drugs,"
"medicaments and biological substances); Y10 (Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics,"
"undetermined intent); Y11 (Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic"
"drugs, not elsewhere classified, undetermined intent); Y12 (Poisoning by and exposure to narcotics and psychodysleptics"
"[hallucinogens], not elsewhere classified, undetermined intent); Y13 (Poisoning by and exposure to other drugs acting on the"
"autonomic nervous system, undetermined intent); Y14 (Poisoning by and exposure to other and unspecified drugs, medicaments and"
"biological substances, undetermined intent)"
"MCD - ICD-10 Codes: AND"
"MCD - ICD-10 Codes: T40.0 (Opium); T40.1 (Heroin); T40.2 (Other opioids); T40.3 (Methadone); T40.4 (Other synthetic narcotics);"
"T40.6 (Other and unspecified narcotics)"
"Year/Month: 2021 (provisional); 2022 (provisional and partial)"
"Group By: Residence State; Month"
"Show Totals: True"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd-provisional.html for more information."
"---"
"Query Date: Mar 30, 2022 12:26:44 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Provisional Multiple"
"Cause of Death on CDC WONDER Online Database. Data are from the final Multiple Cause of Death Files, 2018-2020, and from"
"provisional data for years 2021-2022, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital"
"Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/mcd-icd10-provisional.html on Mar 30, 2022 12:26:44 PM"
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when location of Death's Occurrence, Autopsy, Place of Death, Weekday or"
"Month are grouped by or limited, due to lack of a valid population. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#NotApplicableRates."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Unreliable."
"4. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#ICD-10 Changes."
"5. Deaths occurring through February 19, 2022 as of March 06, 2022."
